user_id,url,Food,Fashion,Make-up,Beauty,Lifestyle,Luxury,Travel,Photography,Fitness,Sports,Gaming,Entertainment,Gadgets & Tech,Finance,Education,Animal/Pet,Health,Self Improvement,Art,Parenting,Books,genuinity_score,top keywords
127,https://www.instagram.com/abhiruchipandey/,2.0,12.0,6.0,4.0,4.0,3.0,15.0,2.0,6.0,5.0,1.0,5.0,4.0,2.0,2.0,3.0,3.0,10.0,4.0,6.0,3.0,75,"blogger,styling,travel,curvy,one,also,love,picture,right,time,know,day,last,zara,life,something,vogue,streetwear,urbanwear,cosmopolitan"
128,https://www.instagram.com/thebasic_culture/,3.0,8.0,5.0,5.0,6.0,3.0,5.0,1.0,17.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,8.0,9.0,3.0,5.0,3.0,71,"lookbook,one,make,time,workout,much,day,hair,look,feel,lifestyle,lifting,yle,superfoods,get,good,also,always,us,year"
132,https://www.instagram.com/vipul_juneja/,2.0,7.0,5.0,4.0,7.0,4.0,12.0,2.0,7.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,8.0,4.0,5.0,5.0,93,"get,new,india,vaibhav,look,time,love,bio,style,link,guys,best,men,weekend,amazing,products,one,skin,day,arrow"
134,https://www.instagram.com/theleggylass/,2.0,11.0,6.0,9.0,7.0,3.0,12.0,2.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,7.0,3.0,5.0,3.0,65,"pune,love,happy,mumbai,weekend,blogger,look,style,fashion,makeup,delhi,beautiful,diwali,pretty,cute,get,bangalore,sexy,day,https"
135,https://www.instagram.com/akanksharedhu/,3.0,5.0,5.0,9.0,9.0,7.0,16.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,6.0,3.0,4.0,4.0,67,"fashionista,traveler,aman,pic,stories,today,goa,love,link,new,see,travelog,get,day,foodie,srilanka,blog,http,sunset,beach"
136,https://www.instagram.com/truefashionholic/,3.0,6.0,9.0,9.0,4.0,4.0,7.0,2.0,7.0,4.0,1.0,4.0,6.0,3.0,3.0,4.0,4.0,9.0,5.0,5.0,4.0,86,"makeup,get,code,sugar,skin,love,fashionista,fashion,shade,one,https,shades,look,additional,link,discounts,lipstick,lips,purchases,also"
138,https://www.instagram.com/fatgirlkitchenchronicle/,24.0,3.0,5.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,7.0,10.0,1.0,1.0,2.0,3.0,18.0,2.0,3.0,4.0,72,"hai,food,foodie,india,ke,kar,apna,lagta,acha,comment,tasty,tag,delhi,blogger,mein,cake,recipe,ni,ki,ho"
141,https://www.instagram.com/ankit.duhan/,2.0,9.0,6.0,5.0,12.0,4.0,6.0,5.0,11.0,3.0,1.0,4.0,5.0,2.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,59,"fashion,men,india,love,style,delhi,photography,beard,get,shirt,vintage,portrait,beautiful,wash,aesthetic,look,credit,tumblr,menswear,man"
142,https://www.instagram.com/simplyshalini/,3.0,3.0,17.0,17.0,2.0,3.0,5.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,6.0,4.0,3.0,4.0,89,"makeup,skin,beauty,link,bio,products,video,skincare,lipstick,page,giveaway,face,matte,lip,powder,look,new,foundation,used,palette"
147,https://www.instagram.com/wannaeat16/,49.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,5.0,75,"updates,yummy,foodism,tasty,foodies,dinner,hungry,pizza,veg,frame,nd,love,food,nin,homemade,rice,paneer,aloo,guys,soya"
148,https://www.instagram.com/aakshiikashyap/,2.0,4.0,13.0,11.0,3.0,3.0,6.0,1.0,7.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,8.0,8.0,5.0,4.0,81,"love,skin,one,get,new,makeup,time,happy,range,official,products,skincare,day,look,always,code,lipsticks,fashion,best,india"
150,https://www.instagram.com/a.cup.of.vish/,2.0,24.0,6.0,5.0,6.0,4.0,6.0,2.0,5.0,3.0,1.0,5.0,7.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,3.0,54,"fashionista,trendsetter,blogger,love,look,season,outfit,dress,shot,super,amazing,one,get,gorgeous,new,festive,wedding,vogue,portraiture,makeup"
151,https://www.instagram.com/popxogirls/,2.0,6.0,9.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,8.0,9.0,0.0,3.0,3.0,8.0,9.0,3.0,8.0,5.0,70,"cute,link,bio,special,something,pic,cannes,bollywood,girls,nis,nin,fashionista,featuring,promotions,paid,frame,foto,today,cutie,beauty"
153,https://www.instagram.com/marsplayco/,2.0,12.0,5.0,3.0,4.0,3.0,5.0,3.0,11.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,2.0,15.0,4.0,5.0,5.0,74,"blogger,style,contest,app,look,fashion,photoshop,outfit,inspiration,looks,featuring,editing,prompt,love,check,participate,comment,win,day,one"
155,https://www.instagram.com/thoughtful_writer/,1.0,0.0,2.0,2.0,4.0,1.0,5.0,8.0,3.0,4.0,0.0,9.0,7.0,1.0,4.0,4.0,3.0,27.0,4.0,4.0,9.0,35,"writer,thoughtful,blogger,motivation,poetry,writings,writers,poems,love,poet,prose,poets,life,lovelife,heartbreak,betrayal,feel,bloggers,lust,betrayed"
161,https://www.instagram.com/kaim_sardari_official/,3.0,25.0,4.0,2.0,7.0,3.0,8.0,6.0,2.0,2.0,2.0,5.0,8.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,5.0,73,"official,sardar,menswear,clothing,blogger,fashion,combination,models,trendy,page,dapper,inspiration,outfit,style,hd,message,us,photo,photos,share"
168,https://www.instagram.com/vrushabshigwan/,1.0,10.0,6.0,5.0,7.0,3.0,13.0,6.0,4.0,3.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,8.0,3.0,7.0,3.0,55,"blogger,photogenic,taps,photography,life,menswear,mumbai,ethnic,united,blogs,ur,fun,love,bless,day,god,blacks,black,fashion,good"
171,https://www.instagram.com/sudhavaranasi/,2.0,1.0,4.0,3.0,4.0,3.0,22.0,5.0,13.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,8.0,3.0,5.0,4.0,58,"throwback,post,tbt,blogger,blog,people,one,trekker,check,latest,new,time,day,back,weekend,year,memories,peace,another,hope"
172,https://www.instagram.com/i_m_indira/,2.0,8.0,9.0,13.0,7.0,3.0,5.0,1.0,6.0,3.0,2.0,3.0,6.0,2.0,3.0,3.0,4.0,8.0,4.0,4.0,5.0,74,"kolkata,ig,fashion,style,makeup,love,skin,calcutta,lanes,blogger,look,india,get,skincare,link,page,also,amazing,hair,products"
174,https://www.instagram.com/lovinanayak15/,2.0,7.0,9.0,9.0,4.0,4.0,6.0,2.0,6.0,4.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,10.0,5.0,6.0,4.0,70,"love,beautiful,fashion,dusky,amazing,style,black,brown,blogger,smile,guys,bold,trend,look,makeup,blue,trending,top,white,collab"
177,https://www.instagram.com/_urvee_/,2.0,7.0,12.0,5.0,3.0,3.0,13.0,2.0,6.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,9.0,4.0,6.0,4.0,98,"giveaway,products,one,love,look,time,photo,day,get,skin,skincare,outfit,life,wait,know,makeup,also,stories,tag,want"
179,https://www.instagram.com/amritasahneyy/,1.0,25.0,3.0,3.0,16.0,2.0,14.0,1.0,5.0,2.0,1.0,3.0,5.0,0.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,39,"style,blogger,fashion,fit,india,travel,girl,love,happy,cute,mumbai,vacation,pretty,fitness,basic,grunge,casual,dubai,black,aesthetic"
187,https://www.instagram.com/akshayajay11/,1.0,7.0,4.0,2.0,4.0,2.0,8.0,4.0,9.0,7.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,14.0,2.0,9.0,5.0,60,"life,happy,nike,fashion,adidas,happiness,love,blogger,blogging,young,hope,money,streetwear,peace,journey,free,fun,bird,repost,time"
191,https://www.instagram.com/thestylistnut/,4.0,18.0,6.0,6.0,9.0,2.0,4.0,4.0,5.0,3.0,1.0,5.0,7.0,1.0,2.0,2.0,2.0,7.0,5.0,4.0,3.0,44,"blogger,de,fashionista,patel,photoshoot,girl,shoot,cute,face,smile,pose,navratri,good,sunday,creativity,product,charcoal,happy,saree,best"
194,https://www.instagram.com/mutiyaraan/,2.0,9.0,7.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,1.0,11.0,14.0,2.0,3.0,3.0,1.0,5.0,4.0,4.0,8.0,42,"punjabi,singer,bollywood,sardar,page,chandigarh,tag,keep,supporting,tadka,modeling,awesome,official,insta,model,canada,posts,gymnastics,pind,wale"
195,https://www.instagram.com/photoholic_krishna_/,0.0,17.0,3.0,2.0,6.0,1.0,23.0,19.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,3.0,30,"portrait,mumbai,photographers,india,diaries,mood,nikon,portraits,vision,photography,frame,ig,clicks,corona,official,undiscovered,nin,mua,shoot,babelicious"
196,https://www.instagram.com/ritcha/,3.0,4.0,6.0,5.0,7.0,3.0,7.0,2.0,8.0,5.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,11.0,4.0,8.0,4.0,78,"love,one,time,happy,day,also,make,india,know,get,style,fashion,life,see,much,always,stunning,going,us,new"
197,https://www.instagram.com/talksassy/,2.0,5.0,12.0,16.0,8.0,3.0,6.0,2.0,6.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,7.0,3.0,5.0,3.0,64,"skin,baby,one,love,reel,reels,photography,india,products,know,free,look,time,day,diwali,much,way,ad,hair,really"
198,https://www.instagram.com/kimaayasharmaa/,2.0,8.0,7.0,12.0,7.0,4.0,6.0,2.0,6.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,9.0,4.0,5.0,4.0,87,"love,wearing,use,hair,guys,link,http,id,code,happy,get,bit,ly,dress,look,orders,search,pune,lip,top"
199,https://www.instagram.com/styleawhileofficial/,2.0,8.0,5.0,4.0,9.0,3.0,5.0,2.0,14.0,4.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,9.0,4.0,5.0,4.0,79,"love,get,skin,day,new,blogger,life,fashion,happy,make,style,code,fitness,one,never,outfit,always,stylist,today,guys"
200,https://www.instagram.com/dapperlytamed/,1.0,20.0,6.0,2.0,19.0,3.0,9.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,7.0,2.0,4.0,3.0,52,"menswear,debonair,fashion,outfit,one,look,love,photography,style,black,travel,details,london,tap,make,winner,new,people,white,movies"
204,https://www.instagram.com/swatinagpal23/,1.0,21.0,5.0,3.0,12.0,3.0,8.0,7.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,3.0,8.0,2.0,4.0,3.0,45,"fashion,lifestyle,worldwide,lookbook,bio,new,love,blog,pictures,link,happy,channel,video,smile,always,black,wedding,birthday,life,us"
211,https://www.instagram.com/sublimesphotobook/,1.0,20.0,4.0,6.0,12.0,2.0,5.0,19.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,8.0,2.0,2.0,42,"bong,model,boudoir,fashion,world,blogger,sexy,sensuality,portrait,bold,photographer,photography,hot,beauty,portraits,muse,seductive,portfolio,monochrome,nude"
214,https://www.instagram.com/deepshikha_patel_/,2.0,4.0,33.0,7.0,3.0,3.0,6.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,8.0,2.0,4.0,73,"makeup,mua,palette,undiscovered,look,patel,concealer,used,eyeshadow,eyeliner,highlighter,pomade,products,indian,foundation,lavish,society,tutorial,powder,matte"
216,https://www.instagram.com/mr.chintesh/,1.0,8.0,8.0,6.0,5.0,2.0,4.0,9.0,7.0,3.0,1.0,7.0,9.0,1.0,1.0,2.0,2.0,10.0,6.0,5.0,5.0,42,"surat,photoshoot,insta,model,modeling,portraits,photography,photographer,party,eyes,pose,indian,india,fashion,style,life,gentleman,attitude,happy,person"
220,https://www.instagram.com/indian_thread_art/,3.0,6.0,9.0,5.0,4.0,3.0,6.0,5.0,8.0,4.0,2.0,4.0,7.0,4.0,3.0,1.0,4.0,5.0,9.0,4.0,7.0,55,"delivery,order,pre,min,dm,matte,finish,days,swipe,left,premium,quality,set,necklace,indian,thread,art,cz,earrings,stone"
223,https://www.instagram.com/zishita/,2.0,15.0,5.0,5.0,11.0,3.0,6.0,3.0,6.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,10.0,3.0,5.0,4.0,64,"style,love,portrait,clicked,happy,boho,fashion,look,life,make,vision,photography,shot,time,hashtag,best,also,ethnic,goodnight,one"
225,https://www.instagram.com/rashikashish/,3.0,12.0,9.0,8.0,4.0,3.0,7.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,10.0,3.0,8.0,3.0,51,"summer,love,outfit,style,makeup,fashion,india,lookbook,ethnic,wedding,bridal,desi,red,bride,concepts,beauty,styling,er,sunday,haul"
239,https://www.instagram.com/boredofbasik/,2.0,18.0,7.0,7.0,7.0,3.0,16.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,53,"bob,fashion,chennai,happy,blogger,smile,travel,wanderlust,style,saree,love,london,photography,blog,dubai,beauty,vacation,look,summer,fun"
244,https://www.instagram.com/dlfpromenade/,2.0,9.0,4.0,3.0,3.0,5.0,15.0,2.0,6.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,8.0,6.0,6.0,5.0,82,"shopping,repost,promenade,shop,win,get,chance,india,us,new,delhi,love,day,fashion,stand,food,one,best,live,time"
245,https://www.instagram.com/sunshined_18/,2.0,9.0,6.0,4.0,5.0,3.0,7.0,1.0,8.0,6.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,14.0,3.0,8.0,4.0,88,"life,happy,love,soul,go,fashion,people,make,tell,get,know,makes,let,look,one,travel,take,always,good,give"
247,https://www.instagram.com/84bongully/,3.0,6.0,6.0,5.0,5.0,3.0,6.0,2.0,13.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,11.0,5.0,5.0,4.0,85,"love,calcutta,one,us,fashion,lookbook,look,saree,time,art,style,life,stylebook,let,two,first,back,go,always,also"
252,https://www.instagram.com/urmidaga/,3.0,9.0,7.0,5.0,6.0,4.0,7.0,2.0,6.0,4.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,9.0,4.0,7.0,6.0,75,"blog,blogger,wedding,one,love,outfit,https,bali,day,look,wearing,dress,new,photo,time,angle,also,always,zara,bag"
253,https://www.instagram.com/blogwithmshighheels/,14.0,6.0,9.0,13.0,6.0,3.0,6.0,1.0,5.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,6.0,4.0,3.0,3.0,77,"makeup,food,mua,shade,beauty,used,look,one,make,foodie,reels,mumbai,love,reel,powder,products,new,get,portrait,lipstick"
255,https://www.instagram.com/swathihariharan/,2.0,4.0,4.0,3.0,3.0,4.0,20.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,10.0,3.0,6.0,3.0,75,"bangalore,travel,one,time,also,india,video,things,many,get,place,know,day,much,use,go,beautiful,picture,back,people"
259,https://www.instagram.com/lafoodtales/,13.0,2.0,3.0,3.0,4.0,3.0,6.0,2.0,9.0,5.0,2.0,5.0,6.0,3.0,3.0,2.0,4.0,9.0,5.0,6.0,6.0,89,"post,food,get,new,also,picture,whenever,turn,notification,notified,share,following,journey,keep,pizza,place,price,one,use,cheese"
261,https://www.instagram.com/jspwrites/,4.0,5.0,4.0,3.0,2.0,3.0,11.0,16.0,5.0,3.0,1.0,5.0,6.0,1.0,4.0,3.0,3.0,8.0,5.0,4.0,5.0,57,"ahmedabad,travel,blogger,bloggers,foodie,motivation,lovely,writer,sayings,entrepreneur,motivational,photoshoot,photographer,time,fashion,photography,food,yummy,mumbai,candid"
262,https://www.instagram.com/pretty.littleblog/,22.0,2.0,5.0,4.0,7.0,3.0,7.0,1.0,6.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,8.0,7.0,5.0,3.0,69,"mumbai,one,chocolate,pretty,also,little,love,gorgeous,coffee,delicious,go,got,aesthetic,absolutely,new,beautiful,always,cake,greece,right"
271,https://www.instagram.com/pritesh_burman/,2.0,8.0,10.0,7.0,5.0,2.0,5.0,7.0,6.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,10.0,5.0,5.0,3.0,55,"tattoo,blogger,outfits,theme,poser,outdoors,haircolor,styler,smile,trending,brand,glasses,canon,love,photography,know,one,clothes,ganesh,good"
276,https://www.instagram.com/namastemumbai/,21.0,2.0,4.0,4.0,3.0,4.0,7.0,3.0,7.0,3.0,2.0,4.0,6.0,1.0,3.0,3.0,2.0,8.0,4.0,4.0,3.0,76,"mumbai,food,blogger,frame,us,update,foodie,amazing,restaurant,foods,foodies,order,foody,lense,chicken,delicious,visit,drink,taste,place"
278,https://www.instagram.com/blowsomelove/,5.0,8.0,6.0,5.0,5.0,4.0,6.0,2.0,8.0,5.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,11.0,4.0,7.0,4.0,98,"hm,beard,man,one,go,outfit,love,body,photographer,keep,black,best,details,shirt,zara,coral,women,time,oil,product"
279,https://www.instagram.com/mumbaifoodie/,17.0,3.0,4.0,3.0,3.0,4.0,7.0,1.0,8.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,95,"menu,food,one,new,get,christmas,best,us,win,love,make,mumbai,pizza,order,chocolate,check,free,made,right,chicken"
282,https://www.instagram.com/stylesavitri/,2.0,7.0,10.0,7.0,12.0,4.0,6.0,2.0,6.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,8.0,5.0,4.0,5.0,97,"look,capture,outfit,earrings,dress,wearing,top,love,blog,soon,saree,hand,shirt,black,tuned,stay,bio,jewelry,complete,neckpiece"
283,https://www.instagram.com/themaverickchick/,1.0,6.0,3.0,3.0,6.0,4.0,9.0,2.0,5.0,5.0,1.0,14.0,9.0,2.0,1.0,2.0,3.0,13.0,5.0,5.0,2.0,61,"dreams,free,model,passion,mumbai,maverick,nonconformist,gratitude,wanderlust,blogger,artist,anchor,random,blessed,actress,actor,love,life,portraits,one"
284,https://www.instagram.com/hunger_killer_/,32.0,5.0,2.0,4.0,2.0,3.0,5.0,1.0,7.0,1.0,1.0,5.0,9.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,2.0,59,"food,foodie,delhi,hunger,killer,veggies,desi,foodies,tag,cheese,delicious,blogger,friends,dinner,lunch,lovers,pizza,homemade,updates,regular"
285,https://www.instagram.com/soniamakhija/,7.0,5.0,5.0,4.0,3.0,4.0,8.0,2.0,7.0,4.0,1.0,5.0,6.0,1.0,3.0,3.0,3.0,10.0,4.0,6.0,6.0,70,"jaipur,wale,amazing,city,one,beautiful,freedom,zara,food,fitness,xoxo,love,place,perfect,time,try,day,got,look,lens"
288,https://www.instagram.com/foodmaniacindia/,35.0,3.0,4.0,4.0,2.0,3.0,6.0,2.0,5.0,3.0,2.0,4.0,9.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,66,"mumbai,delhi,tag,ig,bombay,cheese,pizza,try,chicken,india,pic,fries,friends,squad,weekend,dosa,food,cravings,pav,sunday"
290,https://www.instagram.com/arashu_g/,5.0,13.0,6.0,13.0,4.0,3.0,4.0,1.0,13.0,3.0,1.0,4.0,5.0,1.0,2.0,3.0,3.0,7.0,2.0,4.0,3.0,62,"poser,curvy,fashionable,fashion,f2f,fashionista,blogger,chandigarh,skin,hair,dm,buy,product,photoshoot,smile,life,love,face,day,model"
292,https://www.instagram.com/qualitycontents/,2.0,22.0,4.0,5.0,8.0,1.0,7.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,7.0,4.0,4.0,4.0,47,"credit,pic,shouts,us,page,india,feature,best,use,hashtag,ones,diaries,fashionable,one,ig,desi,bloggers,lookbook,delhi,dm"
294,https://www.instagram.com/thesoboguys/,1.0,7.0,5.0,3.0,3.0,8.0,12.0,1.0,13.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,9.0,3.0,6.0,3.0,88,"love,new,life,day,one,twins,india,us,weekend,mumbai,time,sunday,get,good,year,wearing,shirt,never,happy,best"
297,https://www.instagram.com/phenomenalexplorers/,4.0,15.0,6.0,6.0,10.0,3.0,12.0,5.0,5.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,71,"photography,makeup,frame,courtesy,mumbai,outfit,designer,label,blogpost,hair,fashion,indian,nk,blogger,lifestyle,perfect,location,look,kurti,collection"
299,https://www.instagram.com/_mihirjariwala_/,12.0,14.0,5.0,3.0,9.0,4.0,8.0,2.0,5.0,3.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,3.0,47,"styling,hyderabad,modeling,indian,new,likes,snap,photographs,hair,traditional,one,india,fashion,place,fun,love,make,get,life,model"
300,https://www.instagram.com/vikrant.tamhane/,11.0,2.0,5.0,4.0,2.0,3.0,5.0,1.0,14.0,4.0,1.0,6.0,7.0,1.0,3.0,3.0,4.0,11.0,3.0,5.0,4.0,91,"hai,eat,ki,burger,ke,food,first,chicken,main,delicious,home,eating,would,dal,made,thank,chole,fish,get,ka"
301,https://www.instagram.com/half.plate/,33.0,2.0,4.0,4.0,3.0,3.0,6.0,2.0,8.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,67,"cheese,plate,half,food,updates,chandigarh,nonvegetarian,foodie,chicken,portraits,foodies,huff,feed,yummy,taste,good,city,one,goodness,day"
302,https://www.instagram.com/imstill_hungry_/,34.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,9.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,7.0,2.0,3.0,4.0,72,"hungry,place,post,notification,turn,try,must,amazing,chicken,food,taste,paneer,good,delicious,dosa,cheese,best,pizza,chat,trending"
303,https://www.instagram.com/kaapidaw/,40.0,2.0,3.0,4.0,2.0,3.0,10.0,1.0,7.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,67,"vegetarian,today,lunch,plate,rice,vegan,foodie,chutney,lunchbox,coz,tomato,pulao,yum,veggie,masala,coconut,paneer,salad,roast,ghee"
